Gene stable ID	Gene stable ID version	NCBI gene (formerly Entrezgene) ID	Gene name	HGNC symbol
ENSG00000186185	ENSG00000186185.14	146909	KIF18B	KIF18B
ENSG00000278223	ENSG00000278223.1	102466734	MIR6783	MIR6783
ENSG00000267334	ENSG00000267334.1		AC015936.1	
ENSG00000131094	ENSG00000131094.4	10882	C1QL1	C1QL1
ENSG00000267788	ENSG00000267788.1		AC015936.2	
ENSG00000172992	ENSG00000172992.12	79877	DCAKD	DCAKD
ENSG00000136448	ENSG00000136448.12	4836	NMT1	NMT1
ENSG00000200888	ENSG00000200888.1		Y_RNA	
ENSG00000161714	ENSG00000161714.12	113026	PLCD3	PLCD3
ENSG00000277249	ENSG00000277249.1	102465470	MIR6784	MIR6784
ENSG00000181513	ENSG00000181513.15	79777	ACBD4	ACBD4
ENSG00000276728	ENSG00000276728.1		AC142472.1	
ENSG00000186834	ENSG00000186834.4	10614	HEXIM1	HEXIM1
ENSG00000224505	ENSG00000224505.2		AC138150.1	
ENSG00000168517	ENSG00000168517.10	124790	HEXIM2	HEXIM2
ENSG00000267288	ENSG00000267288.2	105371795	AC138150.2	
ENSG00000267121	ENSG00000267121.6	339192	AC008105.3	
ENSG00000184922	ENSG00000184922.14	752	FMNL1	FMNL1
ENSG00000233175	ENSG00000233175.2		AC008105.1	
ENSG00000233483	ENSG00000233483.3		AC008105.2	
ENSG00000267278	ENSG00000267278.6		MAP3K14-AS1	MAP3K14-AS1
ENSG00000184361	ENSG00000184361.13	124783	SPATA32	SPATA32
ENSG00000006062	ENSG00000006062.17	9020	MAP3K14	MAP3K14
ENSG00000199953	ENSG00000199953.1		RNA5SP443	RNA5SP443
ENSG00000267446	ENSG00000267446.1		AC003070.2	
ENSG00000159314	ENSG00000159314.11	201176	ARHGAP27	ARHGAP27
ENSG00000267344	ENSG00000267344.1		AC003070.1	
ENSG00000225190	ENSG00000225190.11	9842	PLEKHM1	PLEKHM1
ENSG00000236234	ENSG00000236234.1		AC091132.2	
ENSG00000284055	ENSG00000284055.1	100423004	MIR4315-1	MIR4315-1
ENSG00000214425	ENSG00000214425.8		LRRC37A4P	LRRC37A4P
ENSG00000278770	ENSG00000278770.1		Metazoa_SRP	
ENSG00000266918	ENSG00000266918.1		AC091132.3	
ENSG00000131484	ENSG00000131484.4		AC091132.1	
ENSG00000267198	ENSG00000267198.1		AC091132.4	
ENSG00000267246	ENSG00000267246.1		AC091132.5	
ENSG00000266504	ENSG00000266504.1		RDM1P1	RDM1P1
ENSG00000264070	ENSG00000264070.1		DND1P1	DND1P1
ENSG00000285668	ENSG00000285668.1		AC126544.2	
ENSG00000280022	ENSG00000280022.1		AC126544.1	
ENSG00000263503	ENSG00000263503.1		MAPK8IP1P2	MAPK8IP1P2
ENSG00000204652	ENSG00000204652.6		RPS26P8	RPS26P8
ENSG00000204650	ENSG00000204650.14	147081	LINC02210	LINC02210
ENSG00000263715	ENSG00000263715.7	1394	LINC02210-CRHR1	LINC02210-CRHR1
ENSG00000263715	ENSG00000263715.7	104909134	LINC02210-CRHR1	LINC02210-CRHR1
ENSG00000265547	ENSG00000265547.1		AC217774.1	
ENSG00000265964	ENSG00000265964.1		AC217774.2	
ENSG00000120088	ENSG00000120088.15	1394	CRHR1	CRHR1
ENSG00000120088	ENSG00000120088.15	104909134	CRHR1	CRHR1
ENSG00000264589	ENSG00000264589.4		MAPT-AS1	MAPT-AS1
ENSG00000185294	ENSG00000185294.7	162540	SPPL2C	SPPL2C
ENSG00000186868	ENSG00000186868.16	4137	MAPT	MAPT
ENSG00000279685	ENSG00000279685.2	100130148	MAPT-IT1	MAPT-IT1
ENSG00000262881	ENSG00000262881.1		CR936218.2	
ENSG00000274883	ENSG00000274883.1		CR936218.3	
ENSG00000256762	ENSG00000256762.1	246744	STH	STH
ENSG00000120071	ENSG00000120071.14	284058	KANSL1	KANSL1
ENSG00000262372	ENSG00000262372.1		CR936218.1	
ENSG00000214401	ENSG00000214401.4	644246	KANSL1-AS1	KANSL1-AS1
ENSG00000214401	ENSG00000214401.4	107984142	KANSL1-AS1	KANSL1-AS1
ENSG00000238723	ENSG00000238723.1		AC217773.1	
ENSG00000262500	ENSG00000262500.1		MAPK8IP1P1	MAPK8IP1P1
ENSG00000262539	ENSG00000262539.1		AC005829.2	
ENSG00000261575	ENSG00000261575.2		AC005829.1	
ENSG00000228696	ENSG00000228696.10	51326	ARL17B	ARL17B
ENSG00000228696	ENSG00000228696.10	100506084	ARL17B	ARL17B
ENSG00000228696	ENSG00000228696.10	100996709	ARL17B	ARL17B
ENSG00000176681	ENSG00000176681.14	9884	LRRC37A	LRRC37A
ENSG00000265411	ENSG00000265411.1		RN7SL656P	RN7SL656P
ENSG00000260075	ENSG00000260075.1		NSFP1	NSFP1
ENSG00000266497	ENSG00000266497.1		RDM1P2	RDM1P2
ENSG00000238083	ENSG00000238083.7	474170	LRRC37A2	LRRC37A2
ENSG00000185829	ENSG00000185829.18	51326	ARL17A	ARL17A
ENSG00000265315	ENSG00000265315.1		RN7SL199P	RN7SL199P
ENSG00000232300	ENSG00000232300.1		FAM215B	FAM215B
ENSG00000073969	ENSG00000073969.18	4905	NSF	NSF
ENSG00000213326	ENSG00000213326.4		RPS7P11	RPS7P11
ENSG00000108379	ENSG00000108379.10	7473	WNT3	WNT3
ENSG00000108379	ENSG00000108379.10	101929777	WNT3	WNT3
ENSG00000158955	ENSG00000158955.11	7484	WNT9B	WNT9B
ENSG00000262031	ENSG00000262031.1		LINC01974	LINC01974
ENSG00000261886	ENSG00000261886.1		AC005670.1	
ENSG00000210709	ENSG00000210709.1		RNU6ATAC3P	RNU6ATAC3P
ENSG00000108433	ENSG00000108433.17	9570	GOSR2	GOSR2
ENSG00000262633	ENSG00000262633.2		AC005670.2	
ENSG00000264999	ENSG00000264999.1	100847067	MIR5089	MIR5089
ENSG00000179673	ENSG00000179673.5	388394	RPRML	RPRML
ENSG00000263142	ENSG00000263142.5		LRRC37A17P	LRRC37A17P
ENSG00000262879	ENSG00000262879.6		AC005670.3	
ENSG00000277198	ENSG00000277198.1		RN7SL270P	RN7SL270P
ENSG00000004897	ENSG00000004897.12	996	CDC27	CDC27
ENSG00000239291	ENSG00000239291.1		AC002558.1	
ENSG00000262265	ENSG00000262265.2		AC002558.3	
ENSG00000261872	ENSG00000261872.1		AC002558.2	
ENSG00000198336	ENSG00000198336.9	4635	MYL4	MYL4
ENSG00000259207	ENSG00000259207.9	3690	ITGB3	ITGB3
ENSG00000259753	ENSG00000259753.1		AC068234.1	
ENSG00000238419	ENSG00000238419.1		RNU7-186P	RNU7-186P
ENSG00000276790	ENSG00000276790.1		AC068234.2	
ENSG00000263293	ENSG00000263293.2	102724508	THCAT158	
ENSG00000178852	ENSG00000178852.16	124989	EFCAB13	EFCAB13
ENSG00000253347	ENSG00000253347.1		AC040934.1	
ENSG00000228782	ENSG00000228782.7		MRPL45P2	MRPL45P2
ENSG00000141279	ENSG00000141279.16	9520	NPEPPS	NPEPPS
ENSG00000206734	ENSG00000206734.1		Y_RNA	
ENSG00000263766	ENSG00000263766.5		AC025682.1	
ENSG00000108424	ENSG00000108424.10	3837	KPNB1	KPNB1
ENSG00000264558	ENSG00000264558.1		AC015674.1	
ENSG00000198933	ENSG00000198933.9	9755	TBKBP1	TBKBP1
ENSG00000073861	ENSG00000073861.3	30009	TBX21	TBX21
ENSG00000006025	ENSG00000006025.12	114881	OSBPL7	OSBPL7
ENSG00000159111	ENSG00000159111.13	124995	MRPL10	MRPL10
ENSG00000141294	ENSG00000141294.10	90506	LRRC46	LRRC46
ENSG00000141295	ENSG00000141295.14	90507	SCRN2	SCRN2
ENSG00000189120	ENSG00000189120.5	80320	SP6	SP6
ENSG00000264243	ENSG00000264243.1		AC018521.3	
ENSG00000266821	ENSG00000266821.1		AC018521.7	
ENSG00000264920	ENSG00000264920.2	102724532	AC018521.5	
ENSG00000167182	ENSG00000167182.15	6668	SP2	SP2
ENSG00000234494	ENSG00000234494.7		SP2-AS1	SP2-AS1
ENSG00000266601	ENSG00000266601.1		AC018521.6	
ENSG00000108439	ENSG00000108439.11	55163	PNPO	PNPO
ENSG00000263798	ENSG00000263798.2		AC018521.1	
ENSG00000264019	ENSG00000264019.1		AC018521.2	
ENSG00000167183	ENSG00000167183.3	79170	PRR15L	PRR15L
ENSG00000108465	ENSG00000108465.15	80279	CDK5RAP3	CDK5RAP3
ENSG00000264701	ENSG00000264701.1		AC018521.4	
ENSG00000005243	ENSG00000005243.10	51226	COPZ2	COPZ2
ENSG00000207947	ENSG00000207947.3	406943	MIR152	MIR152
ENSG00000263412	ENSG00000263412.1		NFE2L1-DT	NFE2L1-DT
ENSG00000082641	ENSG00000082641.16	4779	NFE2L1	NFE2L1
ENSG00000266341	ENSG00000266341.1		AC004477.1	
ENSG00000278765	ENSG00000278765.1		AC004477.2	
ENSG00000108468	ENSG00000108468.15	10951	CBX1	CBX1
ENSG00000206954	ENSG00000206954.1		RNU6-1201P	RNU6-1201P
ENSG00000002919	ENSG00000002919.15	29916	SNX11	SNX11
ENSG00000141293	ENSG00000141293.16	8631	SKAP1	SKAP1
ENSG00000221739	ENSG00000221739.1	100302211	MIR1203	MIR1203
ENSG00000263787	ENSG00000263787.1		SKAP1-AS1	SKAP1-AS1
ENSG00000207306	ENSG00000207306.1		RNU6-1152P	RNU6-1152P
ENSG00000235300	ENSG00000235300.4	105371807	THRA1/BTR	
ENSG00000266222	ENSG00000266222.1		AC036222.2	
ENSG00000200538	ENSG00000200538.2		U3	
ENSG00000264451	ENSG00000264451.1		AC036222.1	
ENSG00000206805	ENSG00000206805.1		Y_RNA	
ENSG00000120094	ENSG00000120094.9	3211	HOXB1	HOXB1
ENSG00000173917	ENSG00000173917.10	3212	HOXB2	HOXB2
ENSG00000230148	ENSG00000230148.8	100874362	HOXB-AS1	HOXB-AS1
ENSG00000120093	ENSG00000120093.11	3213	HOXB3	HOXB3
ENSG00000233101	ENSG00000233101.10	404266	HOXB-AS3	HOXB-AS3
ENSG00000239552	ENSG00000239552.2		HOXB-AS2	HOXB-AS2
ENSG00000182742	ENSG00000182742.6	3214	HOXB4	HOXB4
ENSG00000257178	ENSG00000257178.5		AC103702.1	
ENSG00000284038	ENSG00000284038.1	406902	MIR10A	MIR10A
ENSG00000120075	ENSG00000120075.5	3215	HOXB5	HOXB5
ENSG00000108511	ENSG00000108511.10	3216	HOXB6	HOXB6
ENSG00000260027	ENSG00000260027.5	3217	HOXB7	HOXB7
ENSG00000120068	ENSG00000120068.7	3218	HOXB8	HOXB8
ENSG00000170689	ENSG00000170689.10	3219	HOXB9	HOXB9
ENSG00000242207	ENSG00000242207.1		HOXB-AS4	HOXB-AS4
ENSG00000210741	ENSG00000210741.1	406972	MIR196A1	MIR196A1
ENSG00000272763	ENSG00000272763.1		AC103702.2	
ENSG00000244649	ENSG00000244649.5		LINC02086	LINC02086
ENSG00000244559	ENSG00000244559.1		AC091179.2	
ENSG00000242067	ENSG00000242067.1		RPL9P28	RPL9P28
ENSG00000241788	ENSG00000241788.2		COX6B1P2	COX6B1P2
ENSG00000159182	ENSG00000159182.5	84366	PRAC1	PRAC1
ENSG00000229637	ENSG00000229637.4	360205	PRAC2	PRAC2
ENSG00000273750	ENSG00000273750.1		AC091179.3	
ENSG00000277542	ENSG00000277542.1		AC091179.4	
ENSG00000263602	ENSG00000263602.1	100422978	MIR3185	MIR3185
ENSG00000159184	ENSG00000159184.8	10481	HOXB13	HOXB13
ENSG00000242407	ENSG00000242407.1		AC091179.1	
ENSG00000170703	ENSG00000170703.15	284076	TTLL6	TTLL6
ENSG00000244514	ENSG00000244514.3		RN7SL125P	RN7SL125P
ENSG00000136436	ENSG00000136436.15	10241	CALCOCO2	CALCOCO2
ENSG00000248278	ENSG00000248278.1	105371814	SUMO2P17	SUMO2P17
ENSG00000212565	ENSG00000212565.1		AC068531.1	
ENSG00000248895	ENSG00000248895.1		AC068531.2	
ENSG00000159199	ENSG00000159199.14	516	ATP5MC1	ATP5MC1
ENSG00000270781	ENSG00000270781.1		AC091133.6	
ENSG00000159202	ENSG00000159202.18	65264	UBE2Z	UBE2Z
ENSG00000159210	ENSG00000159210.10	11267	SNF8	SNF8
ENSG00000230532	ENSG00000230532.1		AC091133.1	
ENSG00000200903	ENSG00000200903.1		RNU1-42P	RNU1-42P
ENSG00000238804	ENSG00000238804.1		AC091133.2	
ENSG00000159224	ENSG00000159224.4	2695	GIP	GIP
ENSG00000250838	ENSG00000250838.1		AC091133.3	
ENSG00000159217	ENSG00000159217.10	10642	IGF2BP1	IGF2BP1
ENSG00000251461	ENSG00000251461.3		AC091133.4	
ENSG00000255851	ENSG00000255851.2		Metazoa_SRP	
ENSG00000252636	ENSG00000252636.1		RNU6-826P	RNU6-826P
ENSG00000251550	ENSG00000251550.1		AC091133.5	
ENSG00000248883	ENSG00000248883.2		B4GALNT2P1	B4GALNT2P1
ENSG00000167080	ENSG00000167080.9	124872	B4GALNT2	B4GALNT2
ENSG00000240995	ENSG00000240995.2		AC069454.1	
ENSG00000167083	ENSG00000167083.7	2793	GNGT2	GNGT2
ENSG00000108798	ENSG00000108798.9	51225	ABI3	ABI3
ENSG00000173868	ENSG00000173868.12	162466	PHOSPHO1	PHOSPHO1
ENSG00000177369	ENSG00000177369.9	124871	FLJ40194	
ENSG00000273500	ENSG00000273500.1	102465137	MIR6129	MIR6129
ENSG00000198740	ENSG00000198740.9	22834	ZNF652	ZNF652
ENSG00000248714	ENSG00000248714.7		AC091180.2	
ENSG00000262039	ENSG00000262039.1		AC091180.5	
ENSG00000250948	ENSG00000250948.1		AC091180.4	
ENSG00000186244	ENSG00000186244.7		AC091180.1	
ENSG00000167085	ENSG00000167085.12	5245	PHB	PHB
ENSG00000250186	ENSG00000250186.3		AC091180.3	
ENSG00000207127	ENSG00000207127.1		Y_RNA	
ENSG00000229944	ENSG00000229944.3		EIF4EP2	EIF4EP2
ENSG00000249497	ENSG00000249497.1	101927207	LINC02075	LINC02075
ENSG00000279036	ENSG00000279036.1		AC015656.1	
ENSG00000064300	ENSG00000064300.9	4804	NGFR	NGFR
ENSG00000249906	ENSG00000249906.1	100288866	AC006487.1	
ENSG00000277478	ENSG00000277478.1	102465141	MIR6165	MIR6165
ENSG00000250310	ENSG00000250310.2		AC006487.2	
ENSG00000182575	ENSG00000182575.8	11248	NXPH3	NXPH3
ENSG00000121067	ENSG00000121067.19	8405	SPOP	SPOP
ENSG00000121073	ENSG00000121073.15	10237	SLC35B1	SLC35B1
ENSG00000250751	ENSG00000250751.1		AC015795.1	
ENSG00000121104	ENSG00000121104.8	81558	FAM117A	FAM117A
ENSG00000136504	ENSG00000136504.13	11143	KAT7	KAT7
ENSG00000235183	ENSG00000235183.3		SRP14P3	SRP14P3
ENSG00000262837	ENSG00000262837.1		AC027801.5	
ENSG00000176358	ENSG00000176358.15	255061	TAC4	TAC4
ENSG00000204584	ENSG00000204584.1		AC027801.1	
ENSG00000248954	ENSG00000248954.1		AC027801.2	
ENSG00000254039	ENSG00000254039.1		AC027801.4	
ENSG00000249176	ENSG00000249176.1		AC027801.3	
ENSG00000199492	ENSG00000199492.1		RNU6-1313P	RNU6-1313P
ENSG00000108813	ENSG00000108813.11	1748	DLX4	DLX4
ENSG00000064195	ENSG00000064195.7	1747	DLX3	DLX3
ENSG00000248172	ENSG00000248172.1		AC009720.1	
ENSG00000246640	ENSG00000246640.1	284080	PICART1	PICART1
ENSG00000005884	ENSG00000005884.18	3675	ITGA3	ITGA3
ENSG00000276851	ENSG00000276851.1		AC002401.4	
ENSG00000005882	ENSG00000005882.12	5164	PDK2	PDK2
ENSG00000275025	ENSG00000275025.1		AC002401.3	
ENSG00000250282	ENSG00000250282.1		AC002401.2	
ENSG00000167100	ENSG00000167100.15	201191	SAMD14	SAMD14
ENSG00000108819	ENSG00000108819.11	84687	PPP1R9B	PPP1R9B
ENSG00000236472	ENSG00000236472.1		AC002401.1	
ENSG00000253730	ENSG00000253730.1		AC015909.2	
ENSG00000261959	ENSG00000261959.1		AC015909.3	
ENSG00000108823	ENSG00000108823.16	6442	SGCA	SGCA
ENSG00000188662	ENSG00000188662.6		H1-9P	H1-9P
ENSG00000108821	ENSG00000108821.14	1277	COL1A1	COL1A1
ENSG00000249406	ENSG00000249406.3		AC015909.1	
ENSG00000263176	ENSG00000263176.1		AC015909.4	
ENSG00000249838	ENSG00000249838.1		SUMO2P7	SUMO2P7
ENSG00000167105	ENSG00000167105.8	162461	TMEM92	TMEM92
ENSG00000251179	ENSG00000251179.1	103752589	TMEM92-AS1	TMEM92-AS1
ENSG00000015532	ENSG00000015532.10	64132	XYLT2	XYLT2
ENSG00000279792	ENSG00000279792.1		AC015909.5	
ENSG00000108826	ENSG00000108826.16	51264	MRPL27	MRPL27
ENSG00000154920	ENSG00000154920.15	146956	EME1	EME1
ENSG00000108829	ENSG00000108829.10	55379	LRRC59	LRRC59
ENSG00000206824	ENSG00000206824.1		Y_RNA	
ENSG00000253102	ENSG00000253102.1		AC004707.1	
ENSG00000167107	ENSG00000167107.13	80221	ACSF2	ACSF2
ENSG00000262759	ENSG00000262759.1		MRPS21P9	MRPS21P9
ENSG00000136457	ENSG00000136457.10	1101	CHAD	CHAD
ENSG00000275897	ENSG00000275897.1		AC021491.4	
ENSG00000136444	ENSG00000136444.10	55316	RSAD1	RSAD1
ENSG00000249451	ENSG00000249451.1		AC021491.1	
ENSG00000136449	ENSG00000136449.15	84073	MYCBPAP	MYCBPAP
ENSG00000250286	ENSG00000250286.2	105371824	AC021491.2	
ENSG00000049283	ENSG00000049283.18	55040	EPN3	EPN3
ENSG00000006282	ENSG00000006282.21	64847	SPATA20	SPATA20
ENSG00000250107	ENSG00000250107.1	253962	CACNA1G-AS1	CACNA1G-AS1
ENSG00000006283	ENSG00000006283.18	8913	CACNA1G	CACNA1G
ENSG00000250976	ENSG00000250976.1		AC021491.3	
ENSG00000251239	ENSG00000251239.1	101927253	AC004590.1	
ENSG00000108846	ENSG00000108846.16	8714	ABCC3	ABCC3
ENSG00000154945	ENSG00000154945.7	91369	ANKRD40	ANKRD40
ENSG00000262967	ENSG00000262967.1		AC005921.2	
ENSG00000201340	ENSG00000201340.1		Y_RNA	
ENSG00000108848	ENSG00000108848.16	51747	LUC7L3	LUC7L3
ENSG00000278963	ENSG00000278963.1		AC005921.3	
ENSG00000167117	ENSG00000167117.10	55018	ANKRD40CL	ANKRD40CL
ENSG00000278672	ENSG00000278672.1	102466918	MIR8059	MIR8059
ENSG00000285829	ENSG00000285829.1		AC005921.4	
ENSG00000248702	ENSG00000248702.1		AC005921.1	
ENSG00000173714	ENSG00000173714.8	124857	WFIKKN2	WFIKKN2
ENSG00000261976	ENSG00000261976.2		AC091062.1	
ENSG00000243521	ENSG00000243521.2		RPL5P33	RPL5P33
ENSG00000141232	ENSG00000141232.5	10140	TOB1	TOB1
ENSG00000229980	ENSG00000229980.5	400604	TOB1-AS1	TOB1-AS1
ENSG00000262006	ENSG00000262006.1		AC005920.4	
ENSG00000247011	ENSG00000247011.2		AC005920.1	
ENSG00000251665	ENSG00000251665.1		AC005920.3	
ENSG00000008294	ENSG00000008294.21	9043	SPAG9	SPAG9
ENSG00000249870	ENSG00000249870.1		AC005920.2	
ENSG00000239672	ENSG00000239672.8	4830	NME1	NME1
ENSG00000011052	ENSG00000011052.21	654364	NME1-NME2	NME1-NME2
ENSG00000243678	ENSG00000243678.12	4831	NME2	NME2
ENSG00000011258	ENSG00000011258.16	54799	MBTD1	MBTD1
ENSG00000279089	ENSG00000279089.1		AC005839.1	
ENSG00000264895	ENSG00000264895.1		AC006141.1	
ENSG00000011260	ENSG00000011260.14	51096	UTP18	UTP18
ENSG00000249383	ENSG00000249383.2	101927274	LINC02071	LINC02071
ENSG00000249982	ENSG00000249982.1		AC005823.2	
ENSG00000249658	ENSG00000249658.1		AC005823.1	
ENSG00000267452	ENSG00000267452.3	440446	LINC02073	LINC02073
ENSG00000267452	ENSG00000267452.3	105371828	LINC02073	LINC02073
ENSG00000187504	ENSG00000187504.6		RPL7P48	RPL7P48
ENSG00000154975	ENSG00000154975.14	56934	CA10	CA10
ENSG00000279743	ENSG00000279743.1		AC002090.1	
ENSG00000263317	ENSG00000263317.1	105371830	LINC01982	LINC01982
ENSG00000226364	ENSG00000226364.1	105371831	LINC02089	LINC02089
ENSG00000227011	ENSG00000227011.4	100506650	LINC02876	LINC02876
ENSG00000262902	ENSG00000262902.1		MTCO1P40	MTCO1P40
ENSG00000285939	ENSG00000285939.2		AC034268.2	
ENSG00000263252	ENSG00000263252.1		AC005341.1	
ENSG00000262271	ENSG00000262271.1		AC090079.1	
ENSG00000262518	ENSG00000262518.1		AC090079.2	
ENSG00000262384	ENSG00000262384.1		AC034268.1	
ENSG00000233380	ENSG00000233380.1		RPS2P48	RPS2P48
ENSG00000141200	ENSG00000141200.8	84643	KIF2B	KIF2B
ENSG00000263189	ENSG00000263189.1		AC023934.1	
ENSG00000261965	ENSG00000261965.1		ISCA1P3	ISCA1P3
ENSG00000288036	ENSG00000288036.1		AC015943.1	
ENSG00000263199	ENSG00000263199.1		AC005951.1	
ENSG00000263125	ENSG00000263125.1		ARL2BPP8	ARL2BPP8
ENSG00000251809	ENSG00000251809.1		RN7SKP14	RN7SKP14
ENSG00000141198	ENSG00000141198.16	10040	TOM1L1	TOM1L1
ENSG00000166260	ENSG00000166260.13	1353	COX11	COX11
ENSG00000279059	ENSG00000279059.1		AC007485.2	
ENSG00000275710	ENSG00000275710.1		AC007485.1	
ENSG00000166263	ENSG00000166263.13	252983	STXBP4	STXBP4
ENSG00000108924	ENSG00000108924.14	3131	HLF	HLF
ENSG00000263096	ENSG00000263096.1		AC007638.2	
ENSG00000262079	ENSG00000262079.1		AC007638.1	
ENSG00000108960	ENSG00000108960.9	23531	MMD	MMD
ENSG00000261873	ENSG00000261873.2		SMIM36	SMIM36
ENSG00000236319	ENSG00000236319.2		AC105021.1	
ENSG00000262135	ENSG00000262135.1		GARS1P1	GARS1P1
ENSG00000200107	ENSG00000200107.1		RNU6-1249P	RNU6-1249P
ENSG00000166292	ENSG00000166292.12	55273	TMEM100	TMEM100
ENSG00000141179	ENSG00000141179.14	58488	PCTP	PCTP
ENSG00000262052	ENSG00000262052.1		AC090618.1	
ENSG00000153930	ENSG00000153930.12	162282	ANKFN1	ANKFN1
ENSG00000261882	ENSG00000261882.1		AC006600.1	
ENSG00000279606	ENSG00000279606.1		AC006600.2	
ENSG00000243058	ENSG00000243058.1		RPL39P33	RPL39P33
ENSG00000183691	ENSG00000183691.6	9241	NOG	NOG
ENSG00000214226	ENSG00000214226.9	339210	C17orf67	C17orf67
ENSG00000283209	ENSG00000283209.1		AC106858.1	
ENSG00000153933	ENSG00000153933.10	8526	DGKE	DGKE
ENSG00000121060	ENSG00000121060.18	7706	TRIM25	TRIM25
ENSG00000212469	ENSG00000212469.1		RNU6-1158P	RNU6-1158P
ENSG00000262408	ENSG00000262408.1		AC015912.2	
ENSG00000262112	ENSG00000262112.1		AC015912.1	
ENSG00000284542	ENSG00000284542.1	100500827	MIR3614	MIR3614
ENSG00000274213	ENSG00000274213.1		AC015912.3	
ENSG00000121058	ENSG00000121058.5	8161	COIL	COIL
ENSG00000262298	ENSG00000262298.1		AC004584.1	
ENSG00000262623	ENSG00000262623.1		AC004584.2	
ENSG00000121064	ENSG00000121064.13	59342	SCPEP1	SCPEP1
ENSG00000263120	ENSG00000263120.1		AC004584.3	
ENSG00000261192	ENSG00000261192.1	376412	RNF126P1	RNF126P1
ENSG00000263004	ENSG00000263004.2		AC007114.1	
ENSG00000121057	ENSG00000121057.13	8165	AKAP1	AKAP1
ENSG00000263089	ENSG00000263089.1		AC007114.2	
ENSG00000285785	ENSG00000285785.1		AC003950.1	
ENSG00000286732	ENSG00000286732.1		AC091181.2	
ENSG00000153944	ENSG00000153944.12	124540	MSI2	MSI2
ENSG00000279555	ENSG00000279555.1		AC091181.1	
ENSG00000279281	ENSG00000279281.1		AC015883.1	
ENSG00000266100	ENSG00000266100.1	101927557	AC007431.2	
ENSG00000280028	ENSG00000280028.1		AC007431.3	
ENSG00000263499	ENSG00000263499.1	101927539	AC007431.1	
ENSG00000242889	ENSG00000242889.3		RN7SL449P	RN7SL449P
ENSG00000238447	ENSG00000238447.1		RNU7-134P	RNU7-134P
ENSG00000166329	ENSG00000166329.3	101927581	CCDC182	CCDC182
ENSG00000265542	ENSG00000265542.5		AC015845.2	
ENSG00000222976	ENSG00000222976.1		RN7SKP94	RN7SKP94
ENSG00000181610	ENSG00000181610.13	51649	MRPS23	MRPS23
ENSG00000180891	ENSG00000180891.13	404093	CUEDC1	CUEDC1
ENSG00000264914	ENSG00000264914.1		AC015845.1	
ENSG00000278642	ENSG00000278642.1		AC015813.4	
ENSG00000136451	ENSG00000136451.9	7716	VEZF1	VEZF1
ENSG00000280233	ENSG00000280233.1		AC015813.7	
ENSG00000266086	ENSG00000266086.3		AC015813.2	
ENSG00000264112	ENSG00000264112.1		AC015813.1	
ENSG00000136450	ENSG00000136450.13	6426	SRSF1	SRSF1
ENSG00000279069	ENSG00000279069.1		AC015813.5	
ENSG00000285930	ENSG00000285930.1		AC015813.8	
ENSG00000266290	ENSG00000266290.1	101927666	AC015813.3	
ENSG00000264364	ENSG00000264364.3	140735	DYNLL2	DYNLL2
ENSG00000279207	ENSG00000279207.1		AC015813.6	
ENSG00000141194	ENSG00000141194.6	26689	OR4D1	OR4D1
ENSG00000229590	ENSG00000229590.3		MSX2P1	MSX2P1
ENSG00000255713	ENSG00000255713.2	124538	OR4D2	OR4D2
ENSG00000121053	ENSG00000121053.6	8288	EPX	EPX
ENSG00000278627	ENSG00000278627.1		AC005962.1	
ENSG00000011143	ENSG00000011143.18	54903	MKS1	MKS1
ENSG00000167419	ENSG00000167419.11	4025	LPO	LPO
ENSG00000287337	ENSG00000287337.1	105371841	AC005962.2	
ENSG00000286788	ENSG00000286788.1		AC004687.3	
ENSG00000005381	ENSG00000005381.8	4353	MPO	MPO
ENSG00000005379	ENSG00000005379.17	9256	TSPOAP1	TSPOAP1
ENSG00000265148	ENSG00000265148.6	100506779	TSPOAP1-AS1	TSPOAP1-AS1
ENSG00000265206	ENSG00000265206.5		AC004687.1	
ENSG00000284353	ENSG00000284353.1	406934	MIR142	MIR142
ENSG00000264399	ENSG00000264399.1	100616220	MIR4736	MIR4736
ENSG00000213246	ENSG00000213246.7	6827	SUPT4H1	SUPT4H1
ENSG00000285897	ENSG00000285897.1		AC004687.2	
ENSG00000108375	ENSG00000108375.13	54894	RNF43	RNF43
ENSG00000176160	ENSG00000176160.11	124535	HSF5	HSF5
ENSG00000266648	ENSG00000266648.1		SETP3	SETP3
ENSG00000108389	ENSG00000108389.9	9110	MTMR4	MTMR4
ENSG00000264672	ENSG00000264672.6	101927688	SEPTIN4-AS1	SEPTIN4-AS1
ENSG00000108387	ENSG00000108387.15	5414	SEPTIN4	SEPTIN4
ENSG00000121101	ENSG00000121101.15	56155	TEX14	TEX14
ENSG00000212195	ENSG00000212195.2		U3	
ENSG00000266826	ENSG00000266826.2		AC011195.2	
ENSG00000199426	ENSG00000199426.1		RNU1-108P	RNU1-108P
ENSG00000266561	ENSG00000266561.2		AC011195.1	
ENSG00000206917	ENSG00000206917.1		RNU1-52P	RNU1-52P
ENSG00000200997	ENSG00000200997.1		RNVU1-34	RNVU1-34
ENSG00000108384	ENSG00000108384.15	5889	RAD51C	RAD51C
ENSG00000274198	ENSG00000274198.1		AC025521.1	
ENSG00000175175	ENSG00000175175.6	22843	PPM1E	PPM1E
ENSG00000276601	ENSG00000276601.1		Metazoa_SRP	
ENSG00000251865	ENSG00000251865.1		RNU6-518P	RNU6-518P
